54571	604.388	AL
182265	2027.311	AL
27457	904.515	AL
22915	626.169	AL
57322	650.628	AL
10914	625.143	AL
20947	777.882	AL
118572	612.287	AL
34215	603.113	AL
25989	599.978	AL
43643	700.802	AL
13859	920.859	AL
25833	1252.574	AL
13932	606.001	AL
14972	561.013	AL
49948	680.495	AL
54428	622.129	AL
13228	852.722	AL
11539	666.349	AL
37765	1043.787	AL
13906	610.916	AL
80406	755.021	AL
50251	562.701	AL
43820	993.805	AL
71109	778.685	AL
79303	657.042	AL
38319	953.139	AL
104430	548.629	AL
17241	629.356	AL
31704	646.523	AL
26790	578.951	AL
9045	659.941	AL
15760	656.501	AL
17302	568.309	AL
101547	581.654	AL
53227	1126.771	AL
658466	1123.814	AL
14564	605.464	AL
92709	720.99	AL
34339	717.199	AL
140247	615.849	AL
82782	607.188	AL
11299	725.071	AL
21452	613.207	AL
334811	812.702	AL
21027	982.671	AL
30776	743.571	AL
93019	623.179	AL
412992	1644.012	AL
23068	1034.418	AL
229363	799.912	AL
119490	599.053	AL
10591	723.88	AL
19746	890.125	AL
32899	673.006	AL
22913	584.135	AL
52947	647.192	AL
83593	653.64	AL
195085	809.525	AL
13763	913.322	AL
82291	760.306	AL
41616	766.254	AL
194656	1351.252	AL
67023	805.194	AL
17581	1088.566	AL
11670	907.411	AL
24484	631.868	AL
3141	15009.86	AK
5561	14116.438	AK
291826	1961.001	AK
17013	45504.205	AK
997	887.563	AK
1826	12776.92	AK
4847	20915.207	AK
97581	7443.688	AK
2508	2725.503	AK
2150	10914.153	AK
31275	3253.893	AK
55400	24752.317	AK
13477	6653.563	AK
13592	12021.829	AK
7459	19672.951	AK
1631	32922.499	AK
88995	25257.607	AK
9492	28277.62	AK
9430	94796.283	AK
7523	40748.935	AK
3815	5684.066	AK
5559	7683.284	AK
8881	4811.431	AK
968	464.036	AK
7029	25059.464	AK
9636	40340.175	AK
2369	3462.057	AK
662	9462.867	AK
5588	147804.631	AK
71518	11218.438	AZ
131346	6218.596	AZ
134421	18661.342	AZ
53597	4795.428	AZ
37220	4641.066	AZ
8437	1848.433	AZ
20489	4513.753	AZ
3817117	9224.389	AZ
200186	13460.649	AZ
107449	9959.719	AZ
980263	9189.097	AZ
375770	5374.234	AZ
47420	1238.108	AZ
211033	8127.94	AZ
195751	5519.109	AZ
19019	1033.749	AR
21853	940.527	AR
41513	586.715	AR
221339	883.906	AR
36903	601.831	AR
11508	652.917	AR
5368	632.414	AR
27446	638.8	AR
11800	690.787	AR
22995	882.829	AR
16083	641.436	AR
25970	591.922	AR
8689	598.748	AR
24552	766.753	AR
21273	566.668	AR
96443	712.674	AR
61948	604.242	AR
50902	636.377	AR
17870	622.307	AR
8116	668.106	AR
13008	819.526	AR
18509	835.661	AR
113237	664.072	AR
18125	619.642	AR
12245	620.328	AR
96024	734.621	AR
17853	632.93	AR
42090	579.563	AR
22609	741.177	AR
32923	622.172	AR
13789	595.314	AR
36647	771.518	AR
13696	584.018	AR
17997	641.501	AR
77435	913.776	AR
25540	682.744	AR
7645	545.079	AR
17415	592.342	AR
10424	619.502	AR
14134	572.185	AR
13171	564.766	AR
22353	731.56	AR
68356	802.84	AR
15717	837.08	AR
16653	640.32	AR
43462	637.649	AR
46480	919.812	AR
8149	621.298	AR
9487	800.289	AR
8997	620.639	AR
8330	823.186	AR
26120	739.752	AR
10445	560.533	AR
21757	727.345	AR
11291	614.13	AR
24583	763.61	AR
20662	862.462	AR
61754	830.775	AR
8715	675.614	AR
382748	807.663	AR
17969	656.04	AR
28258	642.512	AR
107118	730.49	AR
11233	898.073	AR
8195	668.511	AR
125744	546.16	AR
17058	581.277	AR
17264	606.436	AR
12394	609.432	AR
41639	1055.199	AR
17295	724.284	AR
203065	952.409	AR
77076	1042.145	AR
7260	594.014	AR
22185	948.857	AR
1510271	821.328	CA
1175	743.18	CA
38091	605.956	CA
220000	1677.131	CA
45578	1036.927	CA
21419	1156.361	CA
1049025	803.77	CA
28610	1229.743	CA
181058	1786.356	CA
930450	6011.202	CA
28122	1326.978	CA
134623	4052.258	CA
174528	4481.719	CA
18546	10226.905	CA
839631	8162.641	CA
152982	1391.531	CA
64665	1329.423	CA
34895	4720.119	CA
9818605	4750.942	CA
150865	2153.269	CA
252409	828.192	CA
18251	1462.82	CA
87841	3878.141	CA
255793	1978.509	CA
9686	4203.399	CA
14202	3131.876	CA
415057	3771.221	CA
136484	788.582	CA
98764	973.801	CA
3010232	948.066	CA
348432	1502.456	CA
20007	2613.428	CA
2189641	7303.42	CA
1418788	994.018	CA
55269	1390.469	CA
2035210	20104.826	CA
3095313	4525.685	CA
805235	231.889	CA
685306	1426.499	CA
269637	3615.547	CA
718451	740.959	CA
423895	3789.078	CA
1781642	1304.067	CA
262382	607.166	CA
177223	3847.422	CA
3240	962.21	CA
44900	6347.343	CA
413344	906.192	CA
483878	1767.947	CA
514453	1514.687	CA
94737	608.49	CA
63463	2962.171	CA
13786	3207.597	CA
442179	4838.652	CA
55365	2274.43	CA
823318	2208.382	CA
200849	1023.557	CA
72155	643.808	CA
441603	1183.896	CO
15445	723.341	CO
572003	805.437	CO
12084	1355.514	CO
3788	2557.339	CO
6499	1541.083	CO
294567	740.37	CO
55889	33.6	CO
17809	1014.953	CO
1836	1781.429	CO
9088	396.493	CO
8256	1290.957	CO
3524	1230.361	CO
5823	800.329	CO
4255	739.924	CO
30952	1148.599	CO
600158	154.631	CO
2064	1068.1	CO
285465	842.869	CO
52197	1691.791	CO
23086	1851.018	CO
622263	2129.547	CO
46824	1533.931	CO
56389	2955.837	CO
5441	150.26	CO
14843	1869.593	CO
15324	3259.63	CO
843	1123.168	CO
6711	1593.237	CO
1394	1620.962	CO
534543	774.033	CO
1398	1785.927	CO
8270	2161.691	CO
7310	383.909	CO
51334	1699.707	CO
299630	2633.954	CO
15507	4775.348	CO
5467	2586.422	CO
22709	1844.865	CO
146723	3341.123	CO
712	877.682	CO
13795	4750.912	CO
25535	2040.151	CO
41276	2242.596	CO
28159	1293.743	CO
18831	1269.703	CO
4436	542.211	CO
16206	2210.653	CO
4442	688.045	CO
17148	973.195	CO
12551	1644.323	CO
159063	2397.795	CO
6666	3222.814	CO
11982	912.338	CO
23509	2368.136	CO
6108	3170.245	CO
699	388.274	CO
7359	1288.624	CO
2379	549.404	CO
27994	619.278	CO
23350	558.964	CO
4814	2523.903	CO
252825	4016.796	CO
10043	2368.704	CO
916829	836.923	CT
894014	750.624	CT
189927	944.562	CT
165676	439.063	CT
862477	862.057	CT
274055	771.699	CT
152691	417.047	CT
118428	521.44	CT
162310	798.331	DE
538479	494.003	DE
197145	1196.391	DE
601723	68.34	DC
247336	968.808	FL
27115	588.971	FL
168852	1033.153	FL
28520	300.489	FL
543376	1556.995	FL
1748066	1322.862	FL
14625	574.313	FL
159978	858.301	FL
141236	773.294	FL
190865	643.548	FL
321520	2305.015	FL
67531	801.328	FL
34862	639.482	FL
16422	863.65	FL
864263	918.452	FL
297619	874.704	FL
95696	570.825	FL
11549	1026.494	FL
46389	528.528	FL
16939	355.239	FL
12884	986.848	FL
15863	755.561	FL
14799	519.056	FL
27731	638.339	FL
39140	1189.996	FL
172778	589.022	FL
98786	1106.035	FL
1229226	1265.765	FL
19927	489.047	FL
138028	617.006	FL
49746	954.564	FL
14761	636.535	FL
8870	547.908	FL
297052	1156.964	FL
618754	1212.461	FL
275487	701.789	FL
40801	1412.795	FL
8365	843.123	FL
19224	715.683	FL
322833	892.679	FL
331298	1662.61	FL
146318	752.829	FL
2496435	2431.183	FL
73090	3737.524	FL
73314	725.921	FL
180822	1082.078	FL
39996	891.907	FL
1145956	1003.26	FL
268685	1505.906	FL
1320134	2383.009	FL
464697	868.454	FL
916542	608.127	FL
602095	2010.551	FL
74364	826.921	FL
190039	821.525	FL
277789	688.107	FL
151372	1173.778	FL
379448	725.344	FL
422718	345.294	FL
93420	579.826	FL
41551	692.256	FL
22570	1232.201	FL
15535	249.753	FL
494593	1432.436	FL
30776	735.726	FL
55043	1239.595	FL
24896	615.954	FL
18236	512.261	GA
8375	344.534	GA
11096	285.823	GA
3451	349.139	GA
45720	267.411	GA
18395	233.887	GA
69367	162.941	GA
100157	470.113	GA
17634	253.908	GA
19286	457.883	GA
155547	255.366	GA
13063	219.132	GA
18411	447.202	GA
16243	497.801	GA
30233	454.456	GA
70217	688.625	GA
23316	834.983	GA
23655	188.041	GA
6694	283.578	GA
50513	781.865	GA
10998	248.858	GA
110527	503.836	GA
63942	162.46	GA
12171	782.374	GA
265128	632.263	GA
11267	251.166	GA
26015	313.558	GA
214346	434.406	GA
116714	121.035	GA
3183	217.234	GA
259424	144.332	GA
6798	823.993	GA
688078	344.518	GA
42356	602.65	GA
45498	556.639	GA
124053	307.605	GA
17212	233.203	GA
127317	445.817	GA
12630	326.453	GA
23439	280.951	GA
16633	174.16	GA
22330	214.409	GA
27842	623.168	GA
691893	271.142	GA
21796	503.114	GA
14918	397.284	GA
94565	334.633	GA
132403	201.026	GA
11008	516.346	GA
4034	420.719	GA
52250	482.931	GA
20166	374.216	GA
22598	690.182	GA
11000	186.87	GA
23682	391.96	GA
106567	199.321	GA
96317	518.466	GA
175511	247.166	GA
22084	266.452	GA
920581	534.325	GA
28292	431.246	GA
3082	144.453	GA
79626	585.248	GA
55186	358.043	GA
25011	460.264	GA
15994	406.21	GA
805321	436.775	GA
43041	279.026	GA
179684	429.295	GA
9429	478.681	GA
28780	283.175	GA
32024	472.956	GA
25213	256.948	GA
11834	301.094	GA
203922	326.547	GA
139900	379.921	GA
9538	362.763	GA
60485	343.099	GA
13900	373.465	GA
15068	335.398	GA
16930	529.667	GA
8340	352.473	GA
9980	306.592	GA
28669	395.417	GA
18317	185.834	GA
10078	199.788	GA
48434	818.471	GA
28298	361.733	GA
63453	602.527	GA
7996	257.298	GA
14464	403.813	GA
109233	510.575	GA
29966	284.197	GA
21875	266.388	GA
14333	573.893	GA
14740	405.992	GA
28120	285.588	GA
8742	367.48	GA
21992	505.406	GA
6125	283.663	GA
23498	513.824	GA
26424	397.811	GA
9123	244.692	GA
17868	354.62	GA
39628	346.662	GA
189885	221.006	GA
99958	279.198	GA
32808	186.372	GA
14899	442.039	GA
142324	314.342	GA
27695	151.3	GA
29431	232.712	GA
18758	343.23	GA
17869	219.405	GA
41475	312.14	GA
12010	251.207	GA
21218	360.687	GA
2513	160.565	GA
16276	376.883	GA
7719	430.873	GA
200549	328.591	GA
85215	132.098	GA
5010	167.824	GA
14593	655.869	GA
8729	256.556	GA
64073	199.591	GA
26175	184.197	GA
6058	463.612	GA
32819	492.654	GA
6865	394.762	GA
1717	195.348	GA
25520	488.349	GA
8906	379.699	GA
16500	444.008	GA
9315	337.703	GA
44720	552.219	GA
40118	268.79	GA
27223	370.993	GA
10471	171.983	GA
6885	202.45	GA
67044	445.962	GA
8930	289.98	GA
9023	362.634	GA
21356	329.004	GA
27153	327.554	GA
68756	447.025	GA
83768	330.0	GA
36312	907.988	GA
5834	286.688	GA
21187	684.356	GA
30099	648.796	GA
2799	210.263	GA
7421	300.268	GA
27144	242.207	GA
102599	291.055	GA
9255	382.124	GA
10593	474.094	GA
9563	451.95	GA
21679	574.755	GA
185079	5086.133	HI
953207	2128.071	HI
90	52.829	HI
67091	1266.359	HI
154834	2398.329	HI
392365	1060.462	ID
3976	1369.771	ID
82839	1147.432	ID
5986	1049.408	ID
9285	783.948	ID
45607	2120.406	ID
21376	2660.706	ID
7028	1906.686	ID
40877	1919.499	ID
104234	1900.636	ID
10972	1277.858	ID
2891	2233.697	ID
1117	1078.947	ID
188923	603.548	ID
6963	1798.575	ID
22952	2580.282	ID
982	1765.141	ID
8761	2487.986	ID
4368	4937.306	ID
27038	3100.755	ID
12786	668.344	ID
13242	1895.684	ID
16719	565.705	ID
15464	733.718	ID
16267	8503.35	ID
26140	1105.574	ID
22374	602.152	ID
138494	1315.623	ID
37244	1076.912	ID
7936	4568.752	ID
3821	479.739	ID
5208	1205.887	ID
37536	473.226	ID
20069	762.927	ID
39265	856.282	ID
4286	1201.604	ID
11526	7696.982	ID
22623	410.275	ID
7817	1442.666	ID
12765	2635.123	ID
10170	450.56	ID
77230	1928.324	ID
9862	3732.961	ID
10198	1473.528	ID
67103	871.338	IL
8238	252.601	IL
17768	382.76	IL
54165	282.024	IL
6937	307.205	IL
34978	873.503	IL
5089	283.577	IL
15387	466.36	IL
13642	383.765	IL
201081	998.393	IL
34800	715.64	IL
16335	504.818	IL
13815	469.592	IL
37762	503.271	IL
53873	510.077	IL
5194675	1634.859	IL
19817	445.818	IL
11048	347.003	IL
105160	634.66	IL
16561	405.084	IL
19980	417.224	IL
916924	336.412	IL
18576	623.996	IL
6721	222.721	IL
34242	480.006	IL
22140	725.343	IL
14081	486.242	IL
39561	431.444	IL
37069	882.574	IL
5589	328.182	IL
13886	546.272	IL
50063	430.447	IL
8457	435.891	IL
19104	814.396	IL
4320	181.579	IL
7331	395.22	IL
50486	825.643	IL
29718	1118.927	IL
60218	602.379	IL
9698	498.12	IL
38827	583.784	IL
22985	377.128	IL
22678	618.728	IL
12582	348.864	IL
515269	524.201	IL
113449	681.364	IL
114736	322.32	IL
52919	719.812	IL
703462	1368.479	IL
113924	1148.136	IL
16833	374.139	IL
36031	728.953	IL
38950	1045.927	IL
30305	618.927	IL
32612	590.184	IL
308760	610.813	IL
169572	1186.27	IL
110768	585.865	IL
47765	867.65	IL
269282	740.562	IL
39437	576.036	IL
12640	398.514	IL
14666	563.464	IL
15429	241.814	IL
12705	315.457	IL
16434	568.694	IL
32957	398.036	IL
30104	709.677	IL
35547	572.297	IL
14846	344.477	IL
53497	762.985	IL
186494	630.599	IL
22350	446.953	IL
16729	439.462	IL
16430	848.884	IL
4470	374.302	IL
6161	203.229	IL
6006	172.224	IL
33476	597.205	IL
16233	361.896	IL
147546	451.288	IL
270056	674.033	IL
24913	386.78	IL
197465	877.019	IL
7544	441.332	IL
5355	252.771	IL
22363	768.07	IL
5994	288.353	IL
47711	565.058	IL
135394	657.936	IL
17808	422.148	IL
81625	901.277	IL
11947	227.506	IL
17707	543.051	IL
14716	563.906	IL
16760	715.486	IL
14665	501.861	IL
58498	696.527	IL
677560	849.226	IL
66357	444.352	IL
295266	519.25	IL
38664	542.642	IL
34387	339.966	IN
355329	660.022	IN
76794	409.525	IN
8854	406.509	IN
12766	165.583	IN
56640	423.252	IN
15242	316.631	IN
20155	375.019	IN
38966	414.848	IN
110232	376.451	IN
26890	360.322	IN
33224	405.248	IN
10713	308.719	IN
31648	436.874	IN
50047	307.416	IN
25740	373.323	IN
42223	363.85	IN
117671	395.909	IN
41889	435.333	IN
197559	467.97	IN
24277	215.162	IN
74578	148.958	IN
17240	397.88	IN
23087	391.05	IN
20836	371.265	IN
33503	499.165	IN
70061	414.898	IN
33165	545.918	IN
274569	402.437	IN
70002	307.025	IN
39364	486.521	IN
145448	408.777	IN
49462	394.832	IN
82752	293.922	IN
37124	387.722	IN
42376	513.913	IN
33478	561.386	IN
21253	384.082	IN
32428	362.889	IN
28525	378.345	IN
139654	321.79	IN
38440	524.045	IN
77358	554.393	IN
37128	386.702	IN
496005	626.56	IN
111467	613.259	IN
46134	451.929	IN
131636	452.904	IN
903393	403.008	IN
47051	449.743	IN
10334	340.406	IN
36903	377.388	IN
137974	411.321	IN
38124	505.445	IN
68894	409.427	IN
14244	403.438	IN
47536	417.433	IN
6128	87.434	IN
19840	408.192	IN
21575	387.825	IN
17339	449.979	IN
19338	386.29	IN
12845	341.094	IN
164343	521.781	IN
25910	419.325	IN
13402	434.534	IN
37963	482.692	IN
26171	453.314	IN
28818	448.062	IN
17392	408.461	IN
266931	461.385	IN
24181	192.748	IN
44436	412.756	IN
20952	401.426	IN
23363	312.206	IN
34185	322.466	IN
21475	454.116	IN
10613	223.439	IN
172780	503.243	IN
15936	260.567	IN
7516	165.177	IN
179703	236.33	IN
16212	259.93	IN
107848	410.451	IN
32888	420.975	IN
8508	366.405	IN
59689	391.053	IN
28262	516.599	IN
68917	404.341	IN
27636	370.248	IN
24643	508.68	IN
33292	337.914	IN
7682	570.274	IA
4029	425.506	IA
14330	658.771	IA
12887	516.243	IA
6119	443.406	IA
26076	718.489	IA
131090	572.68	IA
26306	573.64	IA
24276	439.404	IA
20958	573.116	IA
20260	580.227	IA
14867	581.756	IA
9670	572.115	IA
20816	570.265	IA
13956	564.948	IA
18499	581.902	IA
44151	575.119	IA
12072	577.069	IA
12439	505.658	IA
9286	431.756	IA
16667	572.592	IA
18129	792.665	IA
49116	710.175	IA
17096	715.037	IA
66135	591.699	IA
8753	504.854	IA
8457	533.48	IA
17764	578.946	IA
40325	429.75	IA
16667	403.962	IA
93653	616.633	IA
10302	402.523	IA
20880	731.326	IA
16303	501.382	IA
10680	582.524	IA
7441	516.638	IA
9336	571.215	IA
12453	501.894	IA
10954	593.074	IA
15673	577.51	IA
11341	573.038	IA
17534	569.992	IA
14928	701.643	IA
20145	436.56	IA
9566	473.606	IA
9815	435.667	IA
7089	432.051	IA
16355	587.494	IA
19848	649.607	IA
36842	732.955	IA
16843	436.876	IA
130882	623.15	IA
20638	577.004	IA
10511	579.924	IA
15543	974.324	IA
35862	538.867	IA
211226	724.505	IA
11387	417.518	IA
8898	434.397	IA
11581	587.779	IA
15679	562.158	IA
22381	573.398	IA
33309	570.509	IA
40648	573.197	IA
15059	440.644	IA
10776	469.565	IA
9243	698.934	IA
7970	434.303	IA
10740	425.028	IA
42745	449.129	IA
14398	573.208	IA
6462	399.393	IA
15932	535.467	IA
9421	569.435	IA
24986	863.734	IA
7310	578.657	IA
430640	591.535	IA
93158	959.132	IA
18914	586.067	IA
5131	538.865	IA
10350	578.331	IA
165224	468.211	IA
12167	591.353	IA
33704	768.991	IA
89542	573.649	IA
17767	722.08	IA
6317	534.656	IA
12534	425.798	IA
7570	490.519	IA
35625	436.021	IA
46225	573.35	IA
21704	570.92	IA
6403	527.152	IA
38013	718.429	IA
10866	401.718	IA
21056	690.138	IA
102172	877.774	IA
7598	401.941	IA
13229	582.238	IA
13371	505.325	KS
8102	583.734	KS
16924	433.82	KS
4861	1136.166	KS
27674	900.634	KS
15173	639.092	KS
9984	572.106	KS
65880	1446.527	KS
2790	777.727	KS
3669	644.767	KS
21603	591.023	KS
2726	1020.944	KS
2215	977.182	KS
8535	655.6	KS
9533	717.991	KS
8601	654.094	KS
1891	789.69	KS
36311	1132.426	KS
39134	595.011	KS
2961	894.147	KS
19754	851.95	KS
7945	398.276	KS
110826	474.637	KS
3037	621.975	KS
2882	650.466	KS
28452	900.374	KS
6497	723.287	KS
36776	1302.672	KS
33848	1099.081	KS
25992	577.137	KS
34362	404.485	KS
2695	1071.76	KS
2597	898.753	KS
7829	575.145	KS
6006	869.297	KS
1247	778.45	KS
6689	1152.627	KS
2690	997.629	KS
6034	802.78	KS
34684	540.722	KS
4256	577.873	KS
1916	860.311	KS
13462	658.019	KS
19126	556.677	KS
3077	914.36	KS
544179	479.897	KS
3977	870.981	KS
7858	866.659	KS
2553	722.869	KS
21607	653.118	KS
1750	717.668	KS
76227	468.972	KS
3241	720.457	KS
9656	606.396	KS
2756	1073.1	KS
33690	855.417	KS
29180	900.602	KS
12660	953.73	KS
10117	905.107	KS
4575	979.346	KS
32787	590.256	KS
6373	719.159	KS
35471	651.481	KS
5923	702.889	KS
3233	729.927	KS
10178	719.438	KS
16512	577.794	KS
3107	1075.008	KS
5671	881.298	KS
16295	719.845	KS
3858	894.36	KS
6091	721.336	KS
6973	754.646	KS
5642	894.562	KS
21604	861.911	KS
9656	735.722	KS
2519	1069.576	KS
64511	1272.11	KS
4980	720.447	KS
10083	727.963	KS
71115	621.956	KS
5181	895.152	KS
3307	717.973	KS
6970	899.436	KS
55606	721.31	KS
4936	717.662	KS
498365	1009.121	KS
22952	640.486	KS
177934	555.726	KS
2556	896.207	KS
6010	1056.278	KS
3853	896.965	KS
4437	794.917	KS
2235	680.415	KS
5724	727.473	KS
24132	1184.955	KS
7900	1074.798	KS
3001	899.626	KS
7053	799.62	KS
1485	913.706	KS
5799	898.671	KS
2234	718.592	KS
9409	575.073	KS
3309	505.253	KS
157505	156.193	KS
18656	412.4	KY
19956	351.864	KY
21421	204.27	KY
8249	273.69	KY
42173	499.999	KY
11591	284.004	KY
28691	361.116	KY
118811	256.464	KY
19985	291.592	KY
49542	162.022	KY
28432	182.662	KY
8488	208.947	KY
13878	495.267	KY
20059	585.621	KY
74319	300.265	KY
12690	431.473	KY
12984	348.151	KY
37191	410.696	KY
90336	159.42	KY
5104	198.98	KY
10811	137.315	KY
27720	412.122	KY
15955	445.736	KY
73955	724.042	KY
35613	255.156	KY
21730	471.086	KY
10272	205.418	KY
9315	371.141	KY
6856	310.908	KY
96656	476.574	KY
12161	308.004	KY
7852	235.323	KY
14672	255.61	KY
295803	285.55	KY
14348	351.316	KY
39451	395.706	KY
49285	212.009	KY
6813	230.619	KY
8589	104.718	KY
16912	233.945	KY
24662	260.766	KY
37121	556.788	KY
25746	511.031	KY
11258	288.789	KY
36910	354.45	KY
8565	198.886	KY
105543	630.136	KY
29278	468.151	KY
18846	309.862	KY
18199	417.85	KY
46250	466.28	KY
15416	291.123	KY
4902	253.039	KY
46920	554.415	KY
